Date,AAPL,AMZN,JPM,MSFT,NVDA,TLT
2018-01-03,-0.00017434106507252523,0.012775310383486449,0.0010190976766197846,0.004653939263437268,0.06581352249952466,0.004781293224526362
2018-01-04,0.004645077863675073,0.004476012896857506,0.014325403386372004,0.008801436191031797,0.00527154464282642,-0.00015869888137753918
2018-01-05,0.011385484066107843,0.016162516530176196,-0.006419718361585058,0.012398332953938551,0.008474293127141097,-0.0028553656846441733
2018-01-08,-0.003714146897276782,0.014424678832250848,0.0014771053919602206,0.0010201642953808765,0.03064045951108363,-0.0006367143351032611
2018-01-09,-0.00011474057268734406,0.0046757095740346255,0.0050690987098938045,-0.0006792280533617356,-0.0002701073600737125,-0.01337282625396874
2018-01-10,-0.00022941395536402176,0.0013012055442500614,0.01100407100852463,-0.004534563334226749,0.007839835635804482,-0.0012099436490370374
2018-01-11,0.005680163599488086,0.01781828254348916,0.005351257849428137,0.002960821516729384,0.0017882544303466918,0.004119517492569447
2018-01-12,0.010326368534973929,0.022339231610462695,0.01651068565863678,0.017257222870971756,-0.004908899765038721,0.0016893534525468379
2018-01-16,-0.00508233206705444,-0.0002605871874575838,-0.0035503409098757155,-0.013951204375660664,-0.012870976252157051,0.004175817311119934
2018-01-17,0.016516475250225815,-0.00755630863716783,0.006412943814389838,0.020260284899169534,0.020943989299917032,-0.0013592750614523919
2018-01-18,0.0008930336005485984,-0.0012972916415299185,0.0023895300087075633,-0.00044365944700852644,-0.0012459590228220963,-0.00928979814236175
2018-01-19,-0.004462639243739686,0.0009741736041779525,-0.0022072162498839587,-0.0011096409201982738,0.02526263993491651,-0.005254161234055421
2018-01-22,-0.008181423093645335,0.025282411609683475,0.011680358772469868,0.017888806218748776,0.015557899084749582,0.0009753279307207485
2018-01-23,0.00022632184809068256,0.02654236704761037,-0.0010494553771474013,0.0031656882628847693,0.022337436689839008,0.0043023890869708925
2018-01-24,-0.01592901087959331,-0.0036915667119321594,0.012783421724546828,-0.0008705967373837664,-0.013017691385695085,-0.00541583605231033
2018-01-25,-0.017850662239570436,0.015056912893923968,0.00025916034182249525,0.00555419983221217,0.0023322925509861037,0.008208454625161066
2018-01-26,0.0023376928532288233,0.017489776074125496,0.005358693573209283,0.018737414514148343,0.029532603904946386,-0.003707713455246009
2018-01-29,-0.02069861325118494,0.011147987016343786,-0.001031583000621672,-0.0014885353607585472,0.014466137181437189,-0.006958378775220542
2018-01-30,-0.005893654267553172,0.014206254114237371,-0.009380235463403497,-0.012564032062196695,-0.016730970273450496,-0.005866844151114825
2018-01-31,0.0027545045948933478,0.009090198056924459,0.004864904167661388,0.024477139760597844,0.012689552232638679,0.005901467139082683
2018-02-01,0.00209012301967082,-0.04196737400527717,0.010374289390792768,-0.00789383826268697,-0.021562091922784132,-0.014493049274125092
2018-02-02,-0.04339017809839474,0.02874097206609716,-0.022161494552413563,-0.026310316103075992,-0.029022987906580422,-0.00927941051685488
2018-02-05,-0.024984356270697505,-0.027938006598856924,-0.0479520520167761,-0.041185251831635794,-0.0848747299819963,0.009450059188472082
2018-02-06,0.04179210187191429,0.03801436389950541,0.03042221891371799,0.0378405185131927,0.05559173216588631,-0.006213410792011209
2018-02-07,-0.021406927229488226,-0.018061620618718965,0.006779296044101546,-0.01883251703698674,0.01427420349125419,-0.009503194653758373
2018-02-08,-0.027516717893040665,-0.046782076355553315,-0.04421017532938887,-0.05133362640201167,-0.049300574240337625,-0.0010939084707600744
2018-02-09,0.012231422571348904,-0.008071057484337008,0.020022520222415574,0.03728963678612751,0.06693621896158519,-0.006318997027143669
2018-02-12,0.040278603833143745,0.0348088545167482,0.0154488493260736,0.010773615842487816,-0.017450791432530144,0.004408928435849946
2018-02-13,0.01001762297687292,0.020400675986486094,0.006175001401247604,0.00785360386874312,0.02017291724411341,0.004474020981376947
2018-02-14,0.01843773163879381,0.025832207585371192,0.023125470335245035,0.01565820706184895,0.0377852191577035,-0.011093198317387087
2018-02-15,0.0335782150094297,0.007380856462852581,0.004173100946623931,0.020372362873139593,0.021042292059878065,0.003399215418550705
2018-02-16,-0.0032371423862057602,-0.008941218962002284,-0.007185865656105239,-0.007122826446133379,-0.010791193531026977,0.005420691364095287
2018-02-20,-0.0033637676457722865,0.013570904563712238,0.0002616458683577516,0.007825609441822756,0.021489572118766453,-0.004380330062304538
2018-02-21,-0.00453912168434778,0.009922706887337096,0.004184577040798221,-0.013265657207092385,-0.03039185843950587,-0.012268585812204136
2018-02-22,0.008359526262504913,0.001631842065593636,-0.0018230822645071143,0.0026234402632774323,0.003272934097611646,0.0029978449237098026
2018-02-23,0.017391020314107886,0.009869817359685173,0.020264424507328904,0.02540038012701462,0.015610165747615534,0.008882360400417122
2018-02-26,0.01977238012169935,0.014633382161458375,0.012445610365153792,0.014459270374666433,0.002642943166963896,0.0003386463268981732
2018-02-27,-0.0032410287639714763,-0.006550867172796515,-0.011871801355779699,-0.012785782551155145,-0.0021084840981933084,-0.0014388605322088743
2018-02-28,-0.0015132776574589002,0.0003108313001467522,-0.015848690640282825,-0.004564624755516777,-0.01649992988986837,0.006356029455499845
2018-03-01,-0.017516355861390442,-0.012562358807392093,-0.01792210606970457,-0.009811289716775695,-0.04045480532931989,0.006826221962713097
2018-03-02,0.0069141512678898565,0.004553166629101657,-0.0009696058272055108,0.0021539104343311077,0.01864682983970889,-0.008129165030584473
2018-03-05,0.0034619036249452506,0.01557072907976953,0.015354570752406538,0.006340766037677081,-0.0037625507996917884,-0.0027036778848685827
2018-03-06,-0.0008483478567828939,0.00920849302913429,0.0008693550170921771,-0.0034172528673445113,0.027625821486222835,0.0009314603390364606
2018-03-07,-0.009282581520148159,0.004786506564700588,-0.0037339660052034818,0.005786542948946538,-0.0013213889094072506,-0.0011000852856101195
2018-03-08,0.010912253238121172,0.0044401594736043215,8.709455540745203e-05,0.006072857003301291,-0.0027291649314820088,0.005762372633322688
2018-03-09,0.017180836341558203,0.01741782666536884,0.02876078218159228,0.022344342343041834,0.017207097601085852,-0.006571846900663814
2018-03-12,0.009667712257154681,0.012350428812454961,-0.0032193600864627303,0.0023826590152304927,0.01805715005850206,0.005767017342216185
2018-03-13,-0.009630185954724091,-0.006387748444923624,-0.011983558124349925,-0.02438797669251469,-0.008208012250432772,0.005059518316136824
2018-03-14,-0.008501097858850448,0.001775698923243585,-0.011182902361351,-0.005931507436472971,0.004158357797275025,0.00880922548506402
2018-03-15,0.0011763398713151574,-0.005455760159082668,0.0025226419039729997,0.003516300342027545,0.0024121505808711863,0.0
